cmr059,Shir Stockley,26/6/1995,CMR,194,R
ukr051,Coletta Smitheram,5/2/1995,UKR,181,L
can057,Cassius Corradi,8/9/2001,CAN,205,R
eng092,Celinda Ebbing,20/7/2002,ENG,205,R
bra058,Gwynne Guitel,13/5/2004,BRA,203,L
ukr052,Ciro Carreck,18/1/1999,UKR,198,R
egy048,Randy Groom,28/1/1992,EGY,190,R
jap059,Kelcey Stoving,15/7/1994,JAP,200,R
ger084,Griffin Trangmar,19/4/1992,GER,176,R
sco057,Lu Weatherup,1/7/1997,SCO,191,L
srb058,Darb Yateman,10/10/1992,SRB,192,R
sui043,Inez Maurice,15/1/2000,SUI,172,L
egy049,Vincenz Hucknall,22/1/2004,EGY,174,R
nor058,Kaitlin Hasley,22/5/1994,NOR,201,R
ita047,Tarrance Lambie,15/8/2002,ITA,208,L
fra067,Emmerich Smiths,9/10/1990,FRA,173,L
fra068,Carling Bande,23/11/1996,FRA,171,R
nor059,Charis Blowing,25/12/1997,NOR,186,L
mne045,Sawyere Renehan,17/7/2001,MNE,210,R
hun040,Emmy Flowitt,5/2/2003,HUN,189,R
sen049,Austina Drejer,14/11/1990,SEN,195,R
can058,Arni Adamik,15/2/1993,CAN,208,L
den049,Dody Sidworth,18/2/2000,DEN,178,L
bel055,Zacherie Wastell,20/5/1994,BEL,194,R
arg047,Lida Cadany,12/8/1993,ARG,206,L
mne046,Edi Haburne,24/9/1996,MNE,198,R
svk052,Fancy Wheal,1/1/1991,SVK,189,R
gha050,Mordecai Licari,13/12/2002,GHA,196,L
srb059,Hebert Pinilla,25/10/2001,SRB,197,L
kor044,Andree Darwent,11/6/2001,KOR,191,R
can059,Lucretia Witcher,28/12/1997,CAN,209,L
slo046,Lilia Beardwood,10/5/2000,SLO,195,R
hun041,Darrelle McRitchie,26/7/1991,HUN,172,L
arg048,Dewitt Dewsbury,31/1/1993,ARG,177,L
ukr053,Ricky Frier,15/11/1993,UKR,181,L
sui044,Cassandry Samsworth,2/9/1997,SUI,190,R
kor045,Giacinta Livingston,3/12/2001,KOR,188,L
nor060,Morley Sail,10/9/2002,NOR,170,R
ger085,Darice Kleisle,19/4/1993,GER,192,L
col052,Miran Wenham,4/5/1998,COL,201,R
chi049,Cullen MacGraith,3/10/1995,CHI,205,R
chi050,Perla Cawkill,20/7/1999,CHI,190,L
den050,Gabrielle Deakes,8/12/2003,DEN,172,R
sen050,Wilone Gert,1/8/1992,SEN,196,R
chi051,Beck Bonome,25/5/1993,CHI,199,R
chi052,Culley Fellman,3/12/2004,CHI,187,R
slo047,Reinaldo Unwins,29/9/1990,SLO,188,R
swe044,Rubetta Ruane,26/7/2001,SWE,174,R
bra059,Lemar Nowick,5/8/2003,BRA,200,L
bra060,Markus O'Shevlin,5/3/1991,BRA,192,R
nor061,Colette Giacometti,28/11/1994,NOR,196,L
srb060,Marten Gylle,13/11/1993,SRB,191,R
den051,Ginnifer Godfrey,31/1/2001,DEN,206,R
sco058,Rockie Abramovitz,11/9/2000,SCO,172,R
den052,Garrott Placido,12/1/1990,DEN,183,R
sen051,Wright Rosenstengel,28/2/1990,SEN,195,L
bel056,Marshal Olsson,11/9/1998,BEL,180,R
mar047,Nathaniel Cridland,16/9/1994,MAR,205,R
ned053,Bennie Whithalgh,16/5/1991,NED,183,L
ger086,Maryjane Clixby,10/9/2003,GER,200,L
sco059,Jobina Farre,28/6/1998,SCO,178,L
slo048,Adelaide Dumke,28/12/1990,SLO,187,R
col053,Marcellina Riddock,1/6/1993,COL,199,R
mne047,Tanny Burchard,13/8/2003,MNE,202,R
sen052,Stacey Stares,8/5/1999,SEN,196,L
gha051,Pierson Franz,21/8/1994,GHA,177,L
jap060,Dugald Fealy,13/8/1992,JAP,179,R
srb061,Morena Royans,4/7/1990,SRB,172,L
uru046,Tad Bubb,6/4/2002,URU,177,L
wal043,Brande Siemantel,11/5/1998,WAL,200,R
eng093,Tully Burnapp,19/5/2002,ENG,183,R
ned054,Hamlen Lamberteschi,15/2/1998,NED,206,L
sen053,Marika Van den Dael,4/6/2001,SEN,189,R
ned055,Shanan Rittmeyer,8/10/1999,NED,187,R
chi053,Jilleen Morrowe,3/3/1997,CHI,174,L
aut051,Heywood Wych,24/4/1991,AUT,178,L
arg049,Sheelagh Thwaites,23/6/2003,ARG,173,L
svk053,Worthy Savege,12/11/1990,SVK,176,R
bur055,Andree Huyghe,27/3/1998,BUR,209,L
col054,Carolee Ioannidis,15/7/2004,COL,179,R
sui045,Vivien Anderer,9/7/2001,SUI,177,L
aut052,Lida Ferenczy,14/8/1999,AUT,199,L
jap061,Hadley Rosenkrantz,27/4/1993,JAP,204,R
sen054,Parry Cotton,17/8/2003,SEN,171,L
arg050,Trix Exley,1/10/1993,ARG,170,R
aut053,Kirsten Hathwood,4/1/1991,AUT,207,L
sui046,Johan Farncomb,13/10/1990,SUI,181,L
swe045,Cirillo Seeman,5/1/1995,SWE,170,R
col055,Ives Doveston,14/3/1990,COL,184,L
mar048,Tatiana Malek,13/11/2002,MAR,178,R
uru047,Manon Kearns,19/3/1998,URU,183,L
aut054,Irwinn Aronstein,25/5/1998,AUT,192,R
sen055,Adrienne Thrasher,26/10/1992,SEN,173,L
tur047,Jacob Radbourn,22/11/1998,TUR,170,L
chi054,Shannah Holah,26/7/1998,CHI,196,R
esp064,Nerta Whitby,27/4/1996,ESP,196,L
ecu045,Conant Thickin,2/9/2000,ECU,204,L
bur056,Giusto Wattam,18/10/2000,BUR,175,L
ukr054,Algernon Lowensohn,4/4/1995,UKR,174,L
uru048,Shannan Skoggins,1/6/1991,URU,178,R
sui047,Andres Jeeves,11/1/2002,SUI,206,R
jap062,Travus Kingescot,23/12/1999,JAP,203,L
pol039,Efrem Cambell,24/8/1992,POL,188,R
sco060,Yale Garratty,7/8/2002,SCO,184,L
ger087,Marcile Trusler,2/7/1993,GER,189,R
chi055,Mord Foakes,2/11/1994,CHI,190,L
svk054,Amanda Creser,13/1/1998,SVK,200,L
ger088,Slade Bines,24/7/1995,GER,188,L
ita048,Wiatt Glaister,14/2/1992,ITA,209,L
can060,Gnni Ramel,10/3/2003,CAN,185,L
sco061,Annaliese Hanney,25/1/1999,SCO,206,R
sui048,Jacklin McGray,5/4/2000,SUI,182,R
svk055,Fancie Bretherton,27/1/2003,SVK,195,L
mne048,Andria Ledner,1/1/2004,MNE,174,R
col056,Daryl Jarrelt,12/12/2001,COL,177,L
ned056,Holden Tupp,26/5/1991,NED,189,L
uru049,Carmita Deekes,6/12/1995,URU,190,L
gha052,Leyla Stonner,1/10/2003,GHA,195,R
hun042,Farah Worland,7/7/1991,HUN,202,L
kor046,Teirtza Lower,23/1/1994,KOR,191,R
ned057,Ros Bascomb,2/12/2003,NED,200,L
cmr060,Magnum Maciocia,27/9/1998,CMR,187,R
por049,Delila Meuse,6/11/1995,POR,203,R
svk056,Crissie Grimsell,4/5/2001,SVK,182,R
ger089,Rita Solomonides,30/6/1992,GER,178,R
den053,Jock Hellen,14/3/1990,DEN,209,R
ned058,Reggi Francescotti,4/1/1995,NED,179,R
svk057,Claudie Dorow,6/2/2004,SVK,210,R
swe046,Iorgos MacKaig,9/3/1997,SWE,180,R
hun043,Gardiner Rutherford,3/11/1992,HUN,202,L
por050,Ami Curston,8/12/1998,POR,177,L
hun044,Annalee Gipps,7/9/1990,HUN,203,L
kor047,Shirlene Pocke,29/8/2003,KOR,192,L
wal044,Veronike Dennistoun,24/8/2004,WAL,179,L
tur048,Brittani Dohmann,16/4/1991,TUR,189,R
ned059,Haley Apfler,8/5/1998,NED,195,R
fra069,Noach Greedy,24/11/1992,FRA,200,L
por051,Yovonnda Sidwell,7/5/1998,POR,192,L
kor048,Cobbie Goosnell,17/1/2000,KOR,188,L
uru050,West Hatch,16/11/2002,URU,193,L
bra061,Riley Carbett,4/2/1990,BRA,200,R
can061,Eugenius Pocock,18/10/1995,CAN,195,L
por052,Trudi Micah,26/9/1995,POR,173,L
hun045,Sarina Crunden,5/12/2003,HUN,180,L
sui049,Linnell Manicom,13/8/1997,SUI,176,R
col057,Elke Scottini,30/10/2004,COL,179,R
svk058,Lyon Gowen,23/3/1996,SVK,182,L
nor062,Armando Peyton,25/7/1999,NOR,187,L
cmr061,Howey Shercliff,30/4/2001,CMR,172,R
ned060,Thomasine Saphin,30/9/2001,NED,187,R
por053,Lindon Gilcriest,3/4/2002,POR,204,R
tur049,Pippo Chumley,11/1/2004,TUR,203,L
chi056,Harrietta O'Duilleain,4/12/2001,CHI,206,R
jap063,Wilt Chirm,17/10/2002,JAP,186,L
